scientificName,Common_name,Original_rodent_attributed_IUCN,Rodent_attribution_source,Reported_study_rodent,Study_notes,Article_secondary_same_data,redlistCategory,Synonyms_or_previous_lump,Rodent_attributed_final,Study_rodent_final,Rodent_primary,Rodent_only_primary,Article,Study_ID,Evidence_category,Evidence_effect,Evidence_method,Predation_type,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Sample_size_greater_than_1,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Order,Mass,Bird_Type_Coarse,Nest_Site_Cat
Coccyzus bahamensis,Bahama Lizard-cuckoo,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Cuculiformes,169.59,Landbirds,
Coccyzus bahamensis,Bahama Lizard-cuckoo,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Cuculiformes,169.59,Landbirds,
Coccyzus ferrugineus,Cocos Cuckoo,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Cuculiformes,70,Landbirds,Vegetation
Coenocorypha aucklandica,Auckland Snipe,Rattus exulans,Rodent attribution from IUCN.,,,,Near Threatened,"",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,108.226666666667,Landbirds,Ground
Coenocorypha barrierensis,North Island Snipe,Rattus exulans,Rodent attribution from IUCN.,,,,Extinct,"",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,96.7725,Landbirds,
Coenocorypha iredalei,South Island Snipe,"Rattus rattus, Rattus exulans",Rodent attribution from IUCN.,,,,Extinct,Coenocorypha aucklandica,Rattus exulans,,1,1,,,,,,,,,,,,,,,,,,Charadriiformes,96.7725,Landbirds,
Coenocorypha iredalei,South Island Snipe,"Rattus rattus, Rattus exulans",Rodent attribution from IUCN.,Rattus rattus,"""""""""The accidental introduction of black rats Rattus rattus onto Stewart Island in 1964 presumably brought about the extinction of C. iredalei.""""""""","",Extinct,Coenocorypha aucklandica,Rattus rattus,Rattus rattus,1,1,BirdLife International. 2016. Coenocorypha iredalei. The IUCN Red List of Threatened Species 2016: e.T22727515A94951415. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22727515A94951415.en. Accessed on 13 November 2023.,26,Population,Abundance,Timing,"",1,,0,,,"",,,Stewart Island,-47.0103,167.8272,Charadriiformes,96.7725,Landbirds,
Coenocorypha pusilla,Chatham Islands Snipe,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,80.5,Landbirds,Ground
Coenocorypha pusilla,Chatham Islands Snipe,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,80.5,Landbirds,Ground
Coenocorypha pusilla,Chatham Islands Snipe,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,80.5,Landbirds,Ground
Columba junoniae,White-tailed Laurel-pigeon,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Nest predation was the more important cause of nesting failure of both species (880/0), but principally affecting the White-tailed Laurel Pigeon… Predators identified by automatic cameras showed that Black Rat Rattus rattus was the major nest predator of both pigeons""""""""","",Near Threatened,"",Rattus rattus,Rattus rattus,1,0,"Hernandez, M.A., Martín, A. and Nogales, M., 1999. Breeding success and predation on artificial nests of the endemic pigeons Bolle's Laurel Pigeon Columba bollii and White‐tailed Laurel Pigeon Columba junoniae in the laurel forest of Tenerife (Canary Islands). Ibis, 141(1), pp.52-59.",41,Predation,Predation,Predation,Eggs,1,,0,,,"",,,Tenerife,28.2916,-16.6291,Columbiformes,439.993333333333,Landbirds,Cliff-face
Columba thiriouxi,Mauritius Woodpigeon,Rattus rattus,Rodent attribution from IUCN.,,,,Extinct,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Columbiformes,340.530103092784,Landbirds,
Columba versicolor,Bonin Woodpigeon,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Columbiformes,340.530103092784,Landbirds,
Columba versicolor,Bonin Woodpigeon,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Columbiformes,340.530103092784,Landbirds,
Copsychus sechellarum,Seychelles Magpie-robin,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,Rattus norvegicus,Rats established on Fregate Island in 1995 but this bird was chategorised critically endangered in 1994 and threatened in 1988,"Thorsen, M., Shorten, R., Lucking, R. and Lucking, V., 2000. Norway rats (Rattus norvegicus) on Fregate Island, Seychelles: the invasion; subsequent eradication attempts and implications for the island's fauna. Biological Conservation, 96(2), pp.133-138.",Endangered,"",Rattus norvegicus,Rattus norvegicus,1,0,BirdLife International. 2021. Copsychus sechellarum. The IUCN Red List of Threatened Species 2021: e.T22709978A179276878. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22709978A179276878.en. Accessed on 28 January 2024.,211,Population,Abundance,Timing,"",0,,0,,,"",,,Fregate Island,-4.5837,55.9386,Passeriformes,70.7266666666667,Landbirds,Vegetation
Copsychus sechellarum,Seychelles Magpie-robin,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,,,,Endangered,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Passeriformes,70.7266666666667,Landbirds,Vegetation
Coracopsis barklyi,Seychelles Parrot,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,186.22,Landbirds,Vegetation
Coracopsis barklyi,Seychelles Parrot,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,186.22,Landbirds,Vegetation
Corvus hawaiiensis,Hawaiian Crow,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct in the Wild,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,518.813333333333,Landbirds,Vegetation
Corvus hawaiiensis,Hawaiian Crow,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct in the Wild,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,518.813333333333,Landbirds,Vegetation
Corvus hawaiiensis,Hawaiian Crow,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct in the Wild,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,518.813333333333,Landbirds,Vegetation
Coturnix novaezelandiae,New Zealand Quail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus exulans,"""""""""The marked increase in abundance of these birds after the arrival of kiore reflects the increased presence of shrublands in the area following human arrival and anthropogenic burning.""""""""","",Extinct,"",Rattus exulans,Rattus exulans,0,0,"Worthy, T.H. and Holdaway, R.N., 1996. Quaternary fossil faunas, overlapping taphonomies, and palaeofaunal reconstruction in North Canterbury, South Island, New Zealand. Journal of the Royal Society of New Zealand, 26(3), pp.275-361.",1,Population,Abundance,Timing,"",0,,0,,,"",,,"North Canterbury, South Island, New Zealand",-43.7542,171.1637,Galliformes,86.8376470588235,Landbirds,Ground
Coturnix novaezelandiae,New Zealand Quail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Galliformes,86.8376470588235,Landbirds,Ground
Coturnix novaezelandiae,New Zealand Quail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Galliformes,86.8376470588235,Landbirds,Ground
Coua delalandei,Snail-eating Coua,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Cuculiformes,198.51724137931,Landbirds,
Coua delalandei,Snail-eating Coua,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Cuculiformes,198.51724137931,Landbirds,
Crithagra concolor,Sao Tome Grosbeak,Rattus rattus,Rodent attribution from IUCN.,,,,Critically Endangered,"Amblyospiza concolor, Neospiza concolor",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,50,Landbirds,
Cyanolimnas cerverai,Zapata Rail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Gruiformes,175,Landbirds,Vegetation
Cyanolimnas cerverai,Zapata Rail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Gruiformes,175,Landbirds,Vegetation
Cyanoramphus auriceps,Yellow-fronted Parakeet,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,45.6266666666667,Landbirds,Vegetation
Cyanoramphus auriceps,Yellow-fronted Parakeet,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,45.6266666666667,Landbirds,Vegetation
Cyanoramphus auriceps,Yellow-fronted Parakeet,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus rattus,"Figure 3,4","",Near Threatened,"",Rattus rattus,Rattus rattus,1,0,"O'Donnell, C.F. and Hoare, J.M., 2012. Quantifying the benefits of long-term integrated pest control for forest bird populations in a New Zealand temperate rainforest. New Zealand Journal of Ecology, pp.131-140.",244,Population,Abundance,Temporal,"",0,,1,0,0,1,1,0,Landsborough Valley,-43.9711,169.4678,Psittaciformes,45.6266666666667,Landbirds,Vegetation
Cyanoramphus malherbi,Malherbe's Parakeet,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,46.7,Landbirds,Vegetation
Cyanoramphus malherbi,Malherbe's Parakeet,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,46.7,Landbirds,Vegetation
Cyanoramphus malherbi,Malherbe's Parakeet,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,46.7,Landbirds,Vegetation
Cyanoramphus unicolor,Antipodes Parakeet,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Mus musculus,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,149.02,Landbirds,Burrow
Dendrocygna arborea,West Indian Whistling-duck,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Anseriformes,1150,Landbirds,Ground
Dendrocygna arborea,West Indian Whistling-duck,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus rattus,"Tables 2-4 """"""""Number of breeding pairs of birds recorded on [three island groups]"""""""" after rats were eradicated. There is no data on number of breeding pairs before eradication.","",Near Threatened,"",Rattus rattus,Rattus rattus,0,0,"Daltry, J.C., James, K.J., Andrea, O.T.T.O. and Toby, N., 2012. Evidence that eradicating black rats has boosted the recovery of rare reptiles and seabirds on Antiguan islands. Biodiversité Insulaire, 146.",171,Population,Abundance,Temporal,"",0,,1,0,1,3,0,0,Antigua,17.0747,-61.8175,Anseriformes,1150,Landbirds,Ground
Dicrurus aldabranus,Aldabra Drongo,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Passeriformes,48.42,Landbirds,Vegetation
Dicrurus aldabranus,Aldabra Drongo,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,"""""""""Up to 8/10 studied nests are predated at the egg stage, mainly by crows Corvus spp., rats, coucals and bulbuls (Pycnonotidae), as observed or suggested by nest monitoring (SIF unpublished data)""""""""","",Near Threatened,"",Rattus rattus,Rattus rattus,1,0,BirdLife International. 2016. Dicrurus aldabranus. The IUCN Red List of Threatened Species 2016: e.T22706943A94098323. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22706943A94098323.en. Accessed on 10 November 2023.,14,Predation,Predation,Predation,Eggs,1,,0,,,"",,,Aldabra,-9.4237,46.3433,Passeriformes,48.42,Landbirds,Vegetation
Dicrurus fuscipennis,Comoro Drongo,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,50.4866666666667,Landbirds,Vegetation
Didunculus strigirostris,Tooth-billed Pigeon,"Rattus exulans, Rattus rattus",Rodent attribution from IUCN.,,,,Critically Endangered,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Columbiformes,400,Landbirds,Vegetation
Didunculus strigirostris,Tooth-billed Pigeon,"Rattus exulans, Rattus rattus",Rodent attribution from IUCN.,,,,Critically Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Columbiformes,400,Landbirds,Vegetation
Diomedea dabbenena,Tristan Albatross,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Mus musculus,"""""""""Wounds found on two live chicks and injuries found on Atlantic Pterodroma incerta petrel chicks strongly suggest that feral house mice Mus musculus are the most likely predator of Tristan albatross chicks (Cuthbert and Hilton, in press).""""""""","Cuthbert, R. and Hilton, G., 2004. Introduced house mice Mus musculus: a significant predator of threatened and endemic birds on Gough Island, South Atlantic Ocean?. Biological conservation, 117(5), pp.483-489; Jones, M.G.W. and Ryan, P.G., 2010. Evidence of mouse attacks on albatross chicks on sub-Antarctic Marion Island. Antarctic Science, 22(1), pp.39-42; Cuthbert, R.J., Wanless, R.M., Angel, A., Burle, M.H., Hilton, G.M., Louw, H., Visser, P., Wilson, J.W. and Ryan, P.G., 2016. Drivers of predatory behavior and extreme size in house mice Mus musculus on Gough Island. Journal of Mammalogy, 97(2), pp.533-544.",Critically Endangered,Diomedea chionoptera,Mus musculus,Mus musculus,0,0,"Cuthbert, R., Sommer, E., Ryan, P., Cooper, J. and Hilton, G., 2004. Demography and conservation of the Tristan albatross Diomedea [exulans] dabbenena. Biological Conservation, 117(5), pp.471-481.",153,Predation,Predation,Predation,Chicks,1,,0,,,"",,,Gough Island,-40.3186,-9.9353,Procellariiformes,6961.29,Seabirds,Ground
