scientificName,Article,Article_secondary_same_data,Evidence_category,Evidence_effect,Evidence_method,Study_rodent_final,Exclude_row,Sample_size_greater_than_1,Predation_type,Sample_size_nests_monitored,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Study_notes,Study_ID,Reported_study_rodent,Study_rodent_notes,key
Pseudonestor xanthophrys,"Mounce, H.L., Leonard, D.L., Swinnerton, K.J., Becker, C.D., Berthold, L.K., Iknayan, K.J. and Groombridge, J.J., 2013. Determining productivity of Maui Parrotbills, an endangered Hawaiian honeycreeper. Journal of Field Ornithology, 84(1), pp.32-39.","",Lethal program,Reproductive success,Spatial,Rattus norvegicus,,,"","",0,,0,,"",,,Maui,20.7984,-156.3319,"""""Although our data suggest some variation in annual reproductive success of parrotbills between our two study areas, we found no significant spatial and temporal differences, even though predator control was conducted at over 62% of the HR3 site during our study, but was not conducted at FSB. Populations of non-native mammalian predators, including rats (Rattus spp.) and mongooses (Herpestes javanicus), were controlled using bait stations loaded with rodenticide and snap traps""""",25,Rattus,Rodent species determined from literature review (Table SX),Pseudonestor xanthophrys_Rattus norvegicus
Pseudonestor xanthophrys,"Mounce, H.L., Leonard, D.L., Swinnerton, K.J., Becker, C.D., Berthold, L.K., Iknayan, K.J. and Groombridge, J.J., 2013. Determining productivity of Maui Parrotbills, an endangered Hawaiian honeycreeper. Journal of Field Ornithology, 84(1), pp.32-39.","",Lethal program,Reproductive success,Spatial,Rattus exulans,,,"","",0,,0,,"",,,Maui,20.7984,-156.3319,"""""Although our data suggest some variation in annual reproductive success of parrotbills between our two study areas, we found no significant spatial and temporal differences, even though predator control was conducted at over 62% of the HR3 site during our study, but was not conducted at FSB. Populations of non-native mammalian predators, including rats (Rattus spp.) and mongooses (Herpestes javanicus), were controlled using bait stations loaded with rodenticide and snap traps""""",25,Rattus,Rodent species determined from literature review (Table SX),Pseudonestor xanthophrys_Rattus exulans
Pterodroma caribbaea,BirdLife International. 2018. Pterodroma caribbaea. The IUCN Red List of Threatened Species 2018: e.T22698097A132625182. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698097A132625182.en. Accessed on 30 December 2023.,"",Predation,Predation,Predation,Rattus rattus,,,Eggs,"",1,,0,,"",,,John Crow Mountains,18.0835,-76.4017,"""""predation by introduced rats (which took eggs)""""",113,Rattus,Rodent species determined from literature review (Table SX),Pterodroma caribbaea_Rattus rattus
Pterodroma caribbaea,BirdLife International. 2018. Pterodroma caribbaea. The IUCN Red List of Threatened Species 2018: e.T22698097A132625182. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698097A132625182.en. Accessed on 30 December 2023.,"",Predation,Predation,Predation,Rattus norvegicus,,,Eggs,"",1,,0,,"",,,John Crow Mountains,18.0835,-76.4017,"""""predation by introduced rats (which took eggs)""""",113,Rattus,Rodent species determined from literature review (Table SX),Pterodroma caribbaea_Rattus norvegicus
Pterodroma magentae,BirdLife International. 2018. Pterodroma magentae. The IUCN Red List of Threatened Species 2018: e.T22698049A131879320. Accessed on 08 December 2023.,"",Predation,Predation,Predation,Rattus rattus,,,Unknown,"",1,,0,,"",,,Chatham Island,-43.9271,-176.4592,"""""Introduced species have previously represented the largest threat to this species, with pigs, cats and dogs predating adults and many other species, such as rats, hedgehogs, Weka and possums depredating nests and causing a loss of reproductive success.""""",70,Rattus,Rodent species assigned according to IUCN attribution,Pterodroma magentae_Rattus rattus
Pterodroma phaeopygia,"Cruz-Delgado, F., Gonzalez, J.A. and Wiedenfeld, D.A., 2010. Breeding biology of the Critically Endangered Gálapagos Petrel Pterodroma phaeopygia on San Cristóbal Island: conservation and management implications. Bird Conservation International, 20(3), pp.306-319.","",Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks",53,1,49,0,,"",,,San Cristóbal Island,-0.8675,-89.4364,"""""Overall reproductive success in 53 monitored nests, estimated using the Mayfield method, was 23.6%, being 63.8% for eggs and 37.1% for chicks (Table 2). Rat predation caused the loss of a total of 10 eggs and 16 chicks, and was the main cause of reproductive failure (72.2%). All the chicks predated by rats were less than 21 days old, indicating that the first three weeks after hatching are probably when they are most vulnerable. No losses could be attributed to rat predation after that age.""""",106,Rattus,Rodent species assigned according to IUCN attribution,Pterodroma phaeopygia_Rattus rattus
Pterodroma phaeopygia,"Cruz-Delgado, F., Gonzalez, J.A. and Wiedenfeld, D.A., 2010. Breeding biology of the Critically Endangered Gálapagos Petrel Pterodroma phaeopygia on San Cristóbal Island: conservation and management implications. Bird Conservation International, 20(3), pp.306-319.","",Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks",53,1,49,0,,"",,,San Cristóbal Island,-0.8675,-89.4364,"""""Overall reproductive success in 53 monitored nests, estimated using the Mayfield method, was 23.6%, being 63.8% for eggs and 37.1% for chicks (Table 2). Rat predation caused the loss of a total of 10 eggs and 16 chicks, and was the main cause of reproductive failure (72.2%). All the chicks predated by rats were less than 21 days old, indicating that the first three weeks after hatching are probably when they are most vulnerable. No losses could be attributed to rat predation after that age.""""",106,Rattus,Rodent species assigned according to IUCN attribution,Pterodroma phaeopygia_Rattus norvegicus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."""" / """"Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""""",83,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus rattus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."""" / """"Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""""",83,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus norvegicus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Predation,Predation,Predation,Rattus exulans,,,"Eggs, chicks","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."""" / """"Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""""",83,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus exulans
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Lethal program,Reproductive success,Temporal,Rattus rattus,,,"","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""""",84,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus rattus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Lethal program,Reproductive success,Temporal,Rattus norvegicus,,,"","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""""",84,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus norvegicus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Lethal program,Reproductive success,Temporal,Rattus exulans,,,"","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""""",84,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus exulans
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Predation,Predation,Predation,Rattus exulans,,,"Eggs, chicks, adults","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."""" / """"Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""""",168,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus exulans
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks, adults","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."""" / """"Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""""",168,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus rattus
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks, adults","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."""" / """"Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""""",168,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus norvegicus
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.","",Lethal program,Reproductive success,Temporal,Rattus exulans,,,"","",1,,0,,"",,,Kauai,22.0964,-159.5261,"""""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""""",169,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus exulans
